Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J
Q08032	reviewed	YLR103C
Q08045	reviewed	YLR104W
P16658	reviewed	YLR105C
Q12019	reviewed	YLR106C
Q12090	reviewed	YLR107W
Q12259	reviewed	YLR108C
P38013	reviewed	YLR109W
Q12127	reviewed	YLR110C
P32485	reviewed	YLR113W
Q12500	reviewed	YLR114C
Q12102	reviewed	YLR115W
Q12186	reviewed	YLR116W
Q12309	reviewed	YLR117C
Q12354	reviewed	YLR118C
Q99176	reviewed	YLR119W
P32329	reviewed	YLR120C
Q12303	reviewed	YLR121C
Q12138	reviewed	YLR125W
Q12288	reviewed	YLR126C
Q12440	reviewed	YLR127C
Q12395	reviewed	YLR128W
Q12220	reviewed	YLR129W
Q12436	reviewed	YLR130C
P21192	reviewed	YLR131C
Q12208	reviewed	YLR132C
P20485	reviewed	YLR133W
P16467	reviewed	YLR134W
Q12098	reviewed	YLR135W
P47977	reviewed	YLR136C
Q12367	reviewed	YLR137W
Q99271	reviewed	YLR138W
P42900	reviewed	YLR139C
Q02983	reviewed	YLR141W
P09368	reviewed	YLR142W
Q12429	reviewed	YLR143W
Q12168	reviewed	YLR144C
Q12530	reviewed	YLR145W
Q12455	reviewed	YLR146C
Q2V2P1	reviewed	YLR146W-A
P43321	reviewed	YLR147C
P27801	reviewed	YLR148W
Q99296	reviewed	YLR149C
P39015	reviewed	YLR150W
Q12524	reviewed	YLR151C
P54072	reviewed	YLR152C
P52910	reviewed	YLR153C
Q12338	reviewed	YLR154C
Q3E813	reviewed	YLR154C-G
Q8TGM6	reviewed	YLR154W-C
P0CF00	reviewed	YLR157W-E
P0CY02	reviewed	YLR154C-H,YLR156C-A,YLR159C-A
P0CY03	reviewed	YLR154C-H,YLR156C-A,YLR159C-A
P0CY04	reviewed	YLR154C-H,YLR156C-A,YLR159C-A
P0CY05	reviewed	YLR154C-H,YLR156C-A,YLR159C-A
P0CX77	reviewed	YLR157C,YLR158C,YLR160C
P0CX78	reviewed	YLR157C,YLR158C,YLR160C
P0CX79	reviewed	YLR157C,YLR158C,YLR160C
P0CZ17	reviewed	YLR157C,YLR158C,YLR160C
P0CE96	reviewed	YLR156W,YLR159W,YLR161W
P0CE97	reviewed	YLR156W,YLR159W,YLR161W
P0CE98	reviewed	YLR156W,YLR159W,YLR161W
Q06235	reviewed	YLR162W
Q3E811	reviewed	YLR162W-A
P10507	reviewed	YLR163C
Q06236	reviewed	YLR164W
Q06244	reviewed	YLR165C
Q06245	reviewed	YLR166C
P05759	reviewed	YLR167W
P35200	reviewed	YLR168C
P35181	reviewed	YLR170C
P32469	reviewed	YLR172C
Q06247	reviewed	YLR173W
P41939	reviewed	YLR174W
P33322	reviewed	YLR175W
P48743	reviewed	YLR176C
Q06251	reviewed	YLR177W
P14306	reviewed	YLR178C
Q06252	reviewed	YLR179C
P10659	reviewed	YLR180W
Q06263	reviewed	YLR181C
P09959	reviewed	YLR182W
Q06266	reviewed	YLR183C
P49166	reviewed	YLR185W
Q06287	reviewed	YLR186W
Q06315	reviewed	YLR187W
P33310	reviewed	YLR188W
Q06321	reviewed	YLR189C
Q06324	reviewed	YLR190W
P80667	reviewed	YLR191W
Q05775	reviewed	YLR192C
Q05776	reviewed	YLR193C
Q05777	reviewed	YLR194C
P14743	reviewed	YLR195C
P21304	reviewed	YLR196W
Q12460	reviewed	YLR197W
Q05778	reviewed	YLR199C
P52553	reviewed	YLR200W
Q05779	reviewed	YLR201C
P32335	reviewed	YLR203C
P32344	reviewed	YLR204W
P32339	reviewed	YLR205C
Q05785	reviewed	YLR206W
Q05787	reviewed	YLR207W
Q04491	reviewed	YLR208W
Q05788	reviewed	YLR209C
P24871	reviewed	YLR210W
Q05789	reviewed	YLR211C
P53378	reviewed	YLR212C
Q05790	reviewed	YLR213C
P32791	reviewed	YLR214W
Q05791	reviewed	YLR215C
P53691	reviewed	YLR216C
Q05812	reviewed	YLR219W
P47818	reviewed	YLR220W
Q05942	reviewed	YLR221C
Q05946	reviewed	YLR222C
P39520	reviewed	YLR223C
Q05947	reviewed	YLR224W
Q05948	reviewed	YLR225C
Q05949	reviewed	YLR226W
Q05955	reviewed	YLR227C
Q05958	reviewed	YLR228C
P19073	reviewed	YLR229C
Q05979	reviewed	YLR231C
P17214	reviewed	YLR233C
P13099	reviewed	YLR234W
Q05998	reviewed	YLR237W
Q06001	reviewed	YLR238W
Q06005	reviewed	YLR239C
P22543	reviewed	YLR240W
Q06538	reviewed	YLR241W
Q06541	reviewed	YLR242C
Q06543	reviewed	YLR243W
Q01662	reviewed	YLR244C
Q06549	reviewed	YLR245C
Q06551	reviewed	YLR246W
Q06554	reviewed	YLR247C
P38623	reviewed	YLR248W
P16521	reviewed	YLR249W
P39931	reviewed	YLR250W
Q06563	reviewed	YLR251W
Q06567	reviewed	YLR253W
Q06568	reviewed	YLR254C
P0CE41	reviewed	YLR256W
Q06146	reviewed	YLR257W
P27472	reviewed	YLR258W
P19882	reviewed	YLR259C
Q06147	reviewed	YLR260W
Q99260	reviewed	YLR262C
Q3E764	reviewed	YLR262C-A
P14291	reviewed	YLR263W
Q3E732	reviewed	YLR264C-A
P0C0X0	reviewed	YLR264W
Q06148	reviewed	YLR265C
Q06149	reviewed	YLR266C
Q06150	reviewed	YLR267W
P22214	reviewed	YLR268W
Q06151	reviewed	YLR270W
Q06152	reviewed	YLR271W
Q06156	reviewed	YLR272C
Q06216	reviewed	YLR273C
P29496	reviewed	YLR274W
Q06217	reviewed	YLR275W
Q06218	reviewed	YLR276C
Q06224	reviewed	YLR277C
Q05854	reviewed	YLR278C
Q05863	reviewed	YLR281C
Q05867	reviewed	YLR283W
Q05871	reviewed	YLR284C
Q3E771	reviewed	YLR285C-A
Q05874	reviewed	YLR285W
P29029	reviewed	YLR286C
Q05881	reviewed	YLR287C
Q02574	reviewed	YLR288C
P46943	reviewed	YLR289W
Q05892	reviewed	YLR290C
P32502	reviewed	YLR291C
P39742	reviewed	YLR292C
P32835	reviewed	YLR293C
Q12349	reviewed	YLR295C
Q05899	reviewed	YLR297W
Q05900	reviewed	YLR298C
Q05902	reviewed	YLR299W
P23776	reviewed	YLR300W
Q05905	reviewed	YLR301W
P06106	reviewed	YLR303W
P19414	reviewed	YLR304C
P37297	reviewed	YLR305C
P52491	reviewed	YLR306W
Q3E825	reviewed	YLR307C-A
Q06702	reviewed	YLR307W
Q06703	reviewed	YLR308W
Q06704	reviewed	YLR309C
P04821	reviewed	YLR310C
Q06159	reviewed	YLR312C
P36523	reviewed	YLR312W-A
P32457	reviewed	YLR314C
Q06162	reviewed	YLR315W
Q9URQ3	reviewed	YLR316C
Q06163	reviewed	YLR318W
P41697	reviewed	YLR319C
Q06164	reviewed	YLR320W
Q06168	reviewed	YLR321C
P53769	reviewed	YLR323C
Q06169	reviewed	YLR324W
P49167	reviewed	YLR325C
Q06170	reviewed	YLR326W
Q06177	reviewed	YLR327C
Q06178	reviewed	YLR328W
Q02721	reviewed	YLR329W
Q12114	reviewed	YLR330W
P36027	reviewed	YLR332W
P0C0T4	reviewed	YLR333C
P32499	reviewed	YLR335W
Q06132	reviewed	YLR336C
P37370	reviewed	YLR337C
P05317	reviewed	YLR340W
Q06134	reviewed	YLR341W
P38631	reviewed	YLR342W
Q3E810	reviewed	YLR342W-A
Q06135	reviewed	YLR343W
P05743	reviewed	YLR344W
Q06137	reviewed	YLR345W
Q06139	reviewed	YLR346C
Q06142	reviewed	YLR347C
Q06143	reviewed	YLR348C
Q06144	reviewed	YLR350W
P49954	reviewed	YLR351C
Q06479	reviewed	YLR352W
P41698	reviewed	YLR353W
P15019	reviewed	YLR354C
P06168	reviewed	YLR355C
Q06485	reviewed	YLR356W
Q06488	reviewed	YLR357W
O13565	reviewed	YLR358C
Q05911	reviewed	YLR359W
Q05919	reviewed	YLR360W
Q05924	reviewed	YLR361C
Q3E795	reviewed	YLR361C-A
P23561	reviewed	YLR362W
Q12129	reviewed	YLR363C
Q3E747	reviewed	YLR363W-A
Q05926	reviewed	YLR364W
Q3E7Y3	reviewed	YLR367W
Q05930	reviewed	YLR368W
Q05931	reviewed	YLR369W
Q05933	reviewed	YLR370C
P51862	reviewed	YLR371W
P40319	reviewed	YLR372W
Q05934	reviewed	YLR373C
Q05937	reviewed	YLR375W
Q12318	reviewed	YLR376C
P09201	reviewed	YLR377C
P32915	reviewed	YLR378C
Q06705	reviewed	YLR380W
Q12748	reviewed	YLR381W
P11325	reviewed	YLR382C
Q12749	reviewed	YLR383W
Q06706	reviewed	YLR384C
Q06707	reviewed	YLR385C
Q06708	reviewed	YLR386W
Q06709	reviewed	YLR387C
P41057	reviewed	YLR388W
Q06010	reviewed	YLR389C
Q06011	reviewed	YLR390W
O13547	reviewed	YLR390W-A
P18634	reviewed	YLR392C
P18496	reviewed	YLR393W
Q06032	reviewed	YLR394W
P04039	reviewed	YLR395C
P20795	reviewed	YLR396C
P32794	reviewed	YLR397C
P35207	reviewed	YLR398C
P35817	reviewed	YLR399C
Q06053	reviewed	YLR401C
P32432	reviewed	YLR403W
Q06058	reviewed	YLR404W
Q06063	reviewed	YLR405W
P0C2H9	reviewed	YLR406C
Q8TGT1	reviewed	YLR406C-A
Q06070	reviewed	YLR407W
Q06071	reviewed	YLR408C
Q06078	reviewed	YLR409C
Q06685	reviewed	YLR410W
Q06686	reviewed	YLR411W
Q3E742	reviewed	YLR412C-A
Q06688	reviewed	YLR412W
Q06689	reviewed	YLR413W
Q06991	reviewed	YLR414C
O13578	reviewed	YLR415C
Q06696	reviewed	YLR417W
Q06697	reviewed	YLR418C
Q06698	reviewed	YLR419W
P20051	reviewed	YLR420W
O13563	reviewed	YLR421C
Q06409	reviewed	YLR422W
Q06410	reviewed	YLR423C
Q06411	reviewed	YLR424W
Q06412	reviewed	YLR425W
Q06417	reviewed	YLR426W
Q06436	reviewed	YLR427W
Q06440	reviewed	YLR429W
Q00416	reviewed	YLR430W
Q06671	reviewed	YLR431C
P50095	reviewed	YLR432W
P23287	reviewed	YLR433C
Q06672	reviewed	YLR435W
Q06673	reviewed	YLR436C
O13577	reviewed	YLR437C
P57743	reviewed	YLR438C-A
P07991	reviewed	YLR438W
P36517	reviewed	YLR439W
Q12745	reviewed	YLR440C
P33442	reviewed	YLR441C
P06701	reviewed	YLR442C
Q06200	reviewed	YLR443W
Q06201	reviewed	YLR445W
Q06204	reviewed	YLR446W
P32366	reviewed	YLR447C
P05739	reviewed	YLR448W
Q06205	reviewed	YLR449W
P12684	reviewed	YLR450W
P08638	reviewed	YLR451W
P11972	reviewed	YLR452C
Q06208	reviewed	YLR453C
Q06179	reviewed	YLR454W
Q06188	reviewed	YLR455W
Q06199	reviewed	YLR456W
P52919	reviewed	YLR457C
P41733	reviewed	YLR459W
P54007	reviewed	YLR460C
P53427	reviewed	YLR461W
O13556	reviewed	YLR462W
P0CX16	reviewed	YEL076C-A,YLR464W
P0CX17	reviewed	YEL076C-A,YLR464W
O13559	reviewed	YLR466W
P32939	reviewed	YML001W
P0CF17	reviewed	YML002W
P0CF16	reviewed	YML003W
P50107	reviewed	YML004C
Q04235	reviewed	YML005W
Q04233	reviewed	YML006C
Q3E7A6	reviewed	YML007C-A
P19880	reviewed	YML007W
P25087	reviewed	YML008C
P36533	reviewed	YML009C
P27692	reviewed	YML010W
Q04231	reviewed	YML011C
P54837	reviewed	YML012W
Q04228	reviewed	YML013W
P49957	reviewed	YML014W
Q04226	reviewed	YML015C
P26570	reviewed	YML016C
P50109	reviewed	YML017W
Q03730	reviewed	YML018C
Q03723	reviewed	YML019W
Q03722	reviewed	YML020W
P12887	reviewed	YML021C
P49435	reviewed	YML022W
Q03718	reviewed	YML023C
P02407	reviewed	YML024W
P51998	reviewed	YML025C
P0CX55	reviewed	YDR450W,YML026C
P0CX56	reviewed	YDR450W,YML026C
P34161	reviewed	YML027W
P34760	reviewed	YML028W
Q03714	reviewed	YML029W
Q03713	reviewed	YML030W
P32500	reviewed	YML031W
P06778	reviewed	YML032C
Q03707	reviewed	YML034W
P15274	reviewed	YML035C
Q03705	reviewed	YML036W
Q03703	reviewed	YML037C
Q03697	reviewed	YML038C
Q03433	reviewed	YML041C
P32796	reviewed	YML042W
Q04712	reviewed	YML043C
P39682	reviewed	YML046W
Q04705	reviewed	YML047C
Q04697	reviewed	YML048W
Q04693	reviewed	YML049C
Q04689	reviewed	YML050W
P04387	reviewed	YML051W
P54003	reviewed	YML052W
Q04978	reviewed	YML053C
P00175	reviewed	YML054C
Q3E809	reviewed	YML054C-A
Q04969	reviewed	YML055W
P50094	reviewed	YML056C
P14747	reviewed	YML057W
Q04964	reviewed	YML058W
Q6Q5K6	reviewed	YML058W-A
Q04958	reviewed	YML059C
P53397	reviewed	YML060W
P07271	reviewed	YML061C
P33441	reviewed	YML062C
P23248	reviewed	YML063W
P38987	reviewed	YML064C
P54784	reviewed	YML065W
Q04658	reviewed	YML066C
Q04651	reviewed	YML067C
Q04638	reviewed	YML068W
Q04636	reviewed	YML069W
P54838	reviewed	YML070W
Q04632	reviewed	YML071C
Q03640	reviewed	YML072C
Q02326	reviewed	YML073C
P38911	reviewed	YML074C
P12683	reviewed	YML075C
Q03631	reviewed	YML076C
Q03630	reviewed	YML077W
P25719	reviewed	YML078W
Q03629	reviewed	YML079W
P53759	reviewed	YML080W
P81450	reviewed	YML081C-A
Q04545	reviewed	YML081W
Q04533	reviewed	YML082W
Q04526	reviewed	YML083C
P09733	reviewed	YML085C
P54783	reviewed	YML086C
Q04516	reviewed	YML087C
Q04511	reviewed	YML088W
Q02773	reviewed	YML091C
P23639	reviewed	YML092C
Q04500	reviewed	YML093W
Q04493	reviewed	YML094W
P06838	reviewed	YML095C
Q04489	reviewed	YML096W
P54787	reviewed	YML097C
P11747	reviewed	YML098W
P05085	reviewed	YML099C
P38427	reviewed	YML100W
Q8TGT0	reviewed	YML100W-A
Q04201	reviewed	YML101C
Q04199	reviewed	YML102W
P52593	reviewed	YML103C
Q01846	reviewed	YML104C
P29478	reviewed	YML105C
P13298	reviewed	YML106W
Q03760	reviewed	YML107C
Q03759	reviewed	YML108W
P54786	reviewed	YML109W
P49017	reviewed	YML110C
Q03758	reviewed	YML111W
P46963	reviewed	YML112W
P13483	reviewed	YML113W
Q03750	reviewed	YML114C
P23642	reviewed	YML115C
P13090	reviewed	YML116W
Q03735	reviewed	YML117W
Q03210	reviewed	YML118W
Q03208	reviewed	YML119W
P32340	reviewed	YML120C
Q00582	reviewed	YML121W
P25297	reviewed	YML123C
P09734	reviewed	YML124C
Q12746	reviewed	YML125C
P54839	reviewed	YML126C
Q03124	reviewed	YML127W
Q03104	reviewed	YML128C
P39103	reviewed	YML129C
Q03103	reviewed	YML130C
Q03102	reviewed	YML131W
P0CX12	reviewed	YBR302C,YML132W
P0CX13	reviewed	YBR302C,YML132W
Q03099	reviewed	YML133C
P32562	reviewed	YMR001C
Q8TGS9	reviewed	YMR001C-A
Q03667	reviewed	YMR002W
Q03673	reviewed	YMR003W
P40959	reviewed	YMR004W
P50105	reviewed	YMR005W
Q03674	reviewed	YMR006C
P39105	reviewed	YMR008C
Q03677	reviewed	YMR009W
Q03687	reviewed	YMR010W
P23585	reviewed	YMR011W
Q03690	reviewed	YMR012W
P20048	reviewed	YMR013C
Q04347	reviewed	YMR014W
P54781	reviewed	YMR015C
P53438	reviewed	YMR016C
Q04359	reviewed	YMR017W
Q04364	reviewed	YMR018W
P50104	reviewed	YMR019W
P50264	reviewed	YMR020W
P35192	reviewed	YMR021C
Q02159	reviewed	YMR022W
P32559	reviewed	YMR023C
P36516	reviewed	YMR024W
Q04368	reviewed	YMR025W
Q04370	reviewed	YMR026C
Q04371	reviewed	YMR027W
Q04372	reviewed	YMR028W
Q05040	reviewed	YMR029C
Q05043	reviewed	YMR030W
Q3E760	reviewed	YMR030W-A
Q05050	reviewed	YMR031C
Q05080	reviewed	YMR032W
Q05123	reviewed	YMR033W
Q05131	reviewed	YMR034C
P46972	reviewed	YMR035W
P23748	reviewed	YMR036C
P33748	reviewed	YMR037C
P40202	reviewed	YMR038C
P54000	reviewed	YMR039C
Q04210	reviewed	YMR040W
Q04212	reviewed	YMR041C
P07249	reviewed	YMR042W
P11746	reviewed	YMR043W
Q04213	reviewed	YMR044W
Q02630	reviewed	YMR047C
Q04659	reviewed	YMR048W
Q04660	reviewed	YMR049C
P46671	reviewed	YMR052W
P46679	reviewed	YMR053C
P37296	reviewed	YMR054W
P26448	reviewed	YMR055C
P04710	reviewed	YMR056C
P38993	reviewed	YMR058W
Q04675	reviewed	YMR059W
P50110	reviewed	YMR060C
P25298	reviewed	YMR061W
Q04728	reviewed	YMR062C
Q04734	reviewed	YMR063W
P32493	reviewed	YMR064W
Q04746	reviewed	YMR065W
Q04748	reviewed	YMR066W
P54730	reviewed	YMR067C
Q04749	reviewed	YMR068W
Q04751	reviewed	YMR069W
P54785	reviewed	YMR070W
Q04767	reviewed	YMR071C
Q02486	reviewed	YMR072W
Q04772	reviewed	YMR073C
Q04773	reviewed	YMR074C
Q04779	reviewed	YMR075W
Q04264	reviewed	YMR076C
Q04272	reviewed	YMR077C
P49956	reviewed	YMR078C
P24280	reviewed	YMR079W
P30771	reviewed	YMR080C
P32488	reviewed	YMR081C
P07246	reviewed	YMR083W
A2P2R3	reviewed	YMR084W
P0CF18	reviewed	YMR085W
Q04279	reviewed	YMR086W
Q04299	reviewed	YMR087W
Q04301	reviewed	YMR088C
P40341	reviewed	YMR089C
Q04304	reviewed	YMR090W
P32832	reviewed	YMR091C
P46680	reviewed	YMR092C
Q04305	reviewed	YMR093W
P35203	reviewed	YMR094W
Q03144	reviewed	YMR095C
Q03148	reviewed	YMR096W
Q03151	reviewed	YMR097C
Q03153	reviewed	YMR098C
Q03161	reviewed	YMR099C
Q03162	reviewed	YMR100W
Q03175	reviewed	YMR101C
Q03177	reviewed	YMR102C
P18961	reviewed	YMR104C
P37012	reviewed	YMR105C
Q04437	reviewed	YMR106C
Q04438	reviewed	YMR107W
P07342	reviewed	YMR108W
Q04439	reviewed	YMR109W
Q04458	reviewed	YMR110C
Q04461	reviewed	YMR111C
Q12676	reviewed	YMR113W
Q04471	reviewed	YMR114C
Q04472	reviewed	YMR115W
P38011	reviewed	YMR116C
Q04477	reviewed	YMR117C
Q04487	reviewed	YMR118C
P54074	reviewed	YMR119W
P38009	reviewed	YMR120C
P54780	reviewed	YMR121C
Q3E842	reviewed	YMR122W-A
Q03880	reviewed	YMR123W
P39523	reviewed	YMR124W
P34160	reviewed	YMR125W
Q04216	reviewed	YMR126C
P40963	reviewed	YMR127C
Q04217	reviewed	YMR128W
P39685	reviewed	YMR129W
Q04223	reviewed	YMR130W
Q04225	reviewed	YMR131C
P40206	reviewed	YMR132C
P32841	reviewed	YMR133W
P40207	reviewed	YMR134W
P40208	reviewed	YMR135C
P40209	reviewed	YMR136W
P30620	reviewed	YMR137C
P39110	reviewed	YMR138W
P38615	reviewed	YMR139W
P40210	reviewed	YMR140W
P40212	reviewed	YMR142C
P0CX51	reviewed	YDL083C,YMR143W
P0CX52	reviewed	YDL083C,YMR143W
P40214	reviewed	YMR144W
P40215	reviewed	YMR145C
P40217	reviewed	YMR146C
P40218	reviewed	YMR147W
P40219	reviewed	YMR148W
Q02795	reviewed	YMR149W
P28627	reviewed	YMR150C
P28625	reviewed	YMR152W
Q03790	reviewed	YMR153W
Q03792	reviewed	YMR154C
Q03795	reviewed	YMR155W
Q03796	reviewed	YMR156C
Q03798	reviewed	YMR157C
Q3E843	reviewed	YMR158C-A
Q03799	reviewed	YMR158W
Q03818	reviewed	YMR159C
Q03823	reviewed	YMR160W
P48353	reviewed	YMR161W
Q12674	reviewed	YMR162C
Q03824	reviewed	YMR163C
Q03825	reviewed	YMR164C
P32567	reviewed	YMR165C
Q03829	reviewed	YMR166C
P38920	reviewed	YMR167W
P40969	reviewed	YMR168C
P54114	reviewed	YMR169C
P47771	reviewed	YMR170C
Q03212	reviewed	YMR171C
Q03213	reviewed	YMR172W
P18899	reviewed	YMR173W
P01094	reviewed	YMR174C
P50263	reviewed	YMR175W
Q3E766	reviewed	YMR175W-A
Q03214	reviewed	YMR176W
Q03218	reviewed	YMR177W
Q03219	reviewed	YMR178W
P35209	reviewed	YMR179W
Q03220	reviewed	YMR180C
Q03231	reviewed	YMR181C
Q00453	reviewed	YMR182C
Q8TGS7	reviewed	YMR182W-A
P39926	reviewed	YMR183C
Q03233	reviewed	YMR184W
Q12751	reviewed	YMR185W
P15108	reviewed	YMR186W
Q03236	reviewed	YMR187C
Q03246	reviewed	YMR188C
P49095	reviewed	YMR189W
P35187	reviewed	YMR190C
P42933	reviewed	YMR191W
Q04322	reviewed	YMR192W
P36525	reviewed	YMR193W
Q3E7A9	reviewed	YMR194C-B
P05745	reviewed	YMR194W
Q04329	reviewed	YMR195W
Q04336	reviewed	YMR196W
Q04338	reviewed	YMR197C
Q01649	reviewed	YMR198W
P20437	reviewed	YMR199W
Q03691	reviewed	YMR200W
P28519	reviewed	YMR201C
P32352	reviewed	YMR202W
P23644	reviewed	YMR203W
Q03694	reviewed	YMR204C
P16862	reviewed	YMR205C
Q03695	reviewed	YMR206W
P07277	reviewed	YMR208W
Q03648	reviewed	YMR209C
Q03649	reviewed	YMR210W
Q03652	reviewed	YMR211W
Q03653	reviewed	YMR212C
Q03654	reviewed	YMR213W
P25303	reviewed	YMR214W
Q03655	reviewed	YMR215W
Q03656	reviewed	YMR216C
P38625	reviewed	YMR217W
Q03660	reviewed	YMR218C
Q03661	reviewed	YMR219W
P24521	reviewed	YMR220W
Q04991	reviewed	YMR221C
Q05015	reviewed	YMR222C
P50102	reviewed	YMR223W
P32829	reviewed	YMR224C
P19956	reviewed	YMR225C
Q05016	reviewed	YMR226C
Q05021	reviewed	YMR227C
P14908	reviewed	YMR228W
Q05022	reviewed	YMR229C
P46784	reviewed	YMR230W
Q3E7B5	reviewed	YMR230W-A
P12868	reviewed	YMR231W
Q05670	reviewed	YMR232W
Q05024	reviewed	YMR233W
Q04740	reviewed	YMR234W
P11745	reviewed	YMR235C
Q05027	reviewed	YMR236W
Q05029	reviewed	YMR237W
Q05031	reviewed	YMR238W
Q02555	reviewed	YMR239C
Q02554	reviewed	YMR240C
Q04013	reviewed	YMR241W
Q8TGS6	reviewed	YMR242W-A
P20107	reviewed	YMR243C
Q3E846	reviewed	YMR244C-A
Q04018	reviewed	YMR244W
P47912	reviewed	YMR246W
Q04781	reviewed	YMR247C
Q3E782	reviewed	YMR247W-A
Q04792	reviewed	YMR250W
Q04806	reviewed	YMR251W
Q05827	reviewed	YMR251W-A
Q04814	reviewed	YMR252C
Q04835	reviewed	YMR253C
Q04839	reviewed	YMR255W
P10174	reviewed	YMR256C
P08468	reviewed	YMR257C
Q04847	reviewed	YMR258C
Q03496	reviewed	YMR259C
P38912	reviewed	YMR260C
P38426	reviewed	YMR261C
P38430	reviewed	YMR262W
P38429	reviewed	YMR263W
P38428	reviewed	YMR264W
Q03508	reviewed	YMR265C
Q03516	reviewed	YMR266W
P28239	reviewed	YMR267W
P49960	reviewed	YMR268C
Q03525	reviewed	YMR269W
P53437	reviewed	YMR270C
P30402	reviewed	YMR271C
Q03529	reviewed	YMR272C
Q8TGS5	reviewed	YMR272W-B
P50111	reviewed	YMR273C
Q03530	reviewed	YMR274C
P48524	reviewed	YMR275C
P48510	reviewed	YMR276W
Q03254	reviewed	YMR277W
Q03262	reviewed	YMR278W
Q03263	reviewed	YMR279C
P39113	reviewed	YMR280C
P23797	reviewed	YMR281W
P22136	reviewed	YMR282C
P23796	reviewed	YMR283C
P32807	reviewed	YMR284W
Q03264	reviewed	YMR285C
P20084	reviewed	YMR286W
P39112	reviewed	YMR287C
P49955	reviewed	YMR288W
Q03266	reviewed	YMR289W
Q03532	reviewed	YMR290C
Q03533	reviewed	YMR291W
Q03554	reviewed	YMR292W
Q03557	reviewed	YMR293C
P36224	reviewed	YMR294W
Q03559	reviewed	YMR295C
P25045	reviewed	YMR296C
P00729	reviewed	YMR297W
Q03579	reviewed	YMR298W
Q04949	reviewed	YMR299C
P04046	reviewed	YMR300C
P40416	reviewed	YMR301C
P32843	reviewed	YMR302C
P00331	reviewed	YMR303C
P50101	reviewed	YMR304W
Q04951	reviewed	YMR305C
Q04952	reviewed	YMR306W
P22146	reviewed	YMR307W
P32337	reviewed	YMR308C
P32497	reviewed	YMR309C
Q04867	reviewed	YMR310C
P41818	reviewed	YMR311C
Q04868	reviewed	YMR312W
P40308	reviewed	YMR313C
P40302	reviewed	YMR314W
Q04869	reviewed	YMR315W
Q8TGS4	reviewed	YMR315W-A
I2HB70	reviewed	YMR316C-A
P54005	reviewed	YMR316W
Q04893	reviewed	YMR317W
Q04894	reviewed	YMR318C
P40988	reviewed	YMR319C
Q04898	reviewed	YMR321C
Q04902	reviewed	YMR322C
P42222	reviewed	YMR323W
P0CE85	reviewed	YMR325W
P33309	reviewed	YNL001W
P40693	reviewed	YNL002C
P38921	reviewed	YNL003C
P38922	reviewed	YNL004W
P12687	reviewed	YNL005C
P41318	reviewed	YNL006W
P25294	reviewed	YNL007C
P53983	reviewed	YNL008C
P53982	reviewed	YNL009W
P53981	reviewed	YNL010W
P53980	reviewed	YNL011C
P53541	reviewed	YNL012W
P53978	reviewed	YNL014W
P0CT04	reviewed	YNL015W
P32588	reviewed	YNL016W
P53976	reviewed	YNL018C
P53975	reviewed	YNL019C
P53974	reviewed	YNL020C
P53973	reviewed	YNL021W
P53972	reviewed	YNL022C
P53971	reviewed	YNL023C
P53970	reviewed	YNL024C
Q8TGJ3	reviewed	YNL024C-A
P47821	reviewed	YNL025C
P53969	reviewed	YNL026W
P53968	reviewed	YNL027W
P53966	reviewed	YNL029C
P02309	reviewed	YBR009C,YNL030W
P61830	reviewed	YBR010W,YNL031C
P53965	reviewed	YNL032W
P53964	reviewed	YNL033W
P53963	reviewed	YNL034W
P53962	reviewed	YNL035C
P53615	reviewed	YNL036W
P28834	reviewed	YNL037C
P53961	reviewed	YNL038W
P46678	reviewed	YNL039W
P53960	reviewed	YNL040W
P53959	reviewed	YNL041C
P53958	reviewed	YNL042W
Q3E7Z2	reviewed	YNL042W-B
P53633	reviewed	YNL044W
Q10740	reviewed	YNL045W
P53956	reviewed	YNL046W
P53955	reviewed	YNL047C
P53954	reviewed	YNL048W
P53953	reviewed	YNL049C
P53952	reviewed	YNL050C
P53951	reviewed	YNL051W
P00424	reviewed	YNL052W
P38590	reviewed	YNL053W
P53950	reviewed	YNL054W
P04840	reviewed	YNL055C
P53949	reviewed	YNL056W
P53947	reviewed	YNL058C
P53946	reviewed	YNL059C
P40991	reviewed	YNL061W
P41814	reviewed	YNL062C
P53944	reviewed	YNL063W
P25491	reviewed	YNL064C
P53943	reviewed	YNL065W
P53616	reviewed	YNL066W
P51401	reviewed	YNL067W
Q3E767	reviewed	YNL067W-B
P41813	reviewed	YNL068C
P26785	reviewed	YNL069C
P53507	reviewed	YNL070W
P12695	reviewed	YNL071W
P53942	reviewed	YNL072W
P32048	reviewed	YNL073W
P32047	reviewed	YNL074C
P53941	reviewed	YNL075W
P34072	reviewed	YNL076W
P53940	reviewed	YNL077W
P53939	reviewed	YNL078W
P17536	reviewed	YNL079C
P53938	reviewed	YNL080C
P53937	reviewed	YNL081C
P14242	reviewed	YNL082W
P39013	reviewed	YNL084C
P40850	reviewed	YNL085W
P48232	reviewed	YNL086W
P48231	reviewed	YNL087W
P06786	reviewed	YNL088W
P06781	reviewed	YNL090W
P53935	reviewed	YNL091W
P53934	reviewed	YNL092W
P36019	reviewed	YNL093W
P53933	reviewed	YNL094W
P53932	reviewed	YNL095C
P48164	reviewed	YNL096C
P50947	reviewed	YNL097C
